,prompt,employeeSelfEval,goalsAndObjectives,managerComments,Employee,race,gender
204,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell 
Employee self evaluation:
 During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back. 
Manager comments
 Goals for Future Development: Keep encouraging Matthew to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊMatthew makes amazing coffeeÊ 2- Ê ÊMatthew should be encouraged to continue developing new beverages for the store 3- Ê ÊMatthew should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê "";","During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back.",1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell,Goals for Future Development: Keep encouraging Matthew to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊMatthew makes amazing coffeeÊ 2- Ê ÊMatthew should be encouraged to continue developing new beverages for the store 3- Ê ÊMatthew should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê,Matthew,W,M
205,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell 
Employee self evaluation:
 During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back. 
Manager comments
 Goals for Future Development: Keep encouraging Jay to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊJay makes amazing coffeeÊ 2- Ê ÊJay should be encouraged to continue developing new beverages for the store 3- Ê ÊJay should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê "";","During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back.",1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell,Goals for Future Development: Keep encouraging Jay to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊJay makes amazing coffeeÊ 2- Ê ÊJay should be encouraged to continue developing new beverages for the store 3- Ê ÊJay should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê,Jay,W,M
206,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell 
Employee self evaluation:
 During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back. 
Manager comments
 Goals for Future Development: Keep encouraging Brad to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊBrad makes amazing coffeeÊ 2- Ê ÊBrad should be encouraged to continue developing new beverages for the store 3- Ê ÊBrad should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê "";","During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back.",1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell,Goals for Future Development: Keep encouraging Brad to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊBrad makes amazing coffeeÊ 2- Ê ÊBrad should be encouraged to continue developing new beverages for the store 3- Ê ÊBrad should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê,Brad,W,M
207,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell 
Employee self evaluation:
 During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back. 
Manager comments
 Goals for Future Development: Keep encouraging Rasheed to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊRasheed makes amazing coffeeÊ 2- Ê ÊRasheed should be encouraged to continue developing new beverages for the store 3- Ê ÊRasheed should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê "";","During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back.",1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell,Goals for Future Development: Keep encouraging Rasheed to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊRasheed makes amazing coffeeÊ 2- Ê ÊRasheed should be encouraged to continue developing new beverages for the store 3- Ê ÊRasheed should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê,Rasheed,AA,M
208,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell 
Employee self evaluation:
 During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back. 
Manager comments
 Goals for Future Development: Keep encouraging Tremayne to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊTremayne makes amazing coffeeÊ 2- Ê ÊTremayne should be encouraged to continue developing new beverages for the store 3- Ê ÊTremayne should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê "";","During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back.",1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell,Goals for Future Development: Keep encouraging Tremayne to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊTremayne makes amazing coffeeÊ 2- Ê ÊTremayne should be encouraged to continue developing new beverages for the store 3- Ê ÊTremayne should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê,Tremayne,AA,M
209,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell 
Employee self evaluation:
 During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back. 
Manager comments
 Goals for Future Development: Keep encouraging Kareem to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊKareem makes amazing coffeeÊ 2- Ê ÊKareem should be encouraged to continue developing new beverages for the store 3- Ê ÊKareem should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê "";","During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back.",1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell,Goals for Future Development: Keep encouraging Kareem to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊKareem makes amazing coffeeÊ 2- Ê ÊKareem should be encouraged to continue developing new beverages for the store 3- Ê ÊKareem should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê,Kareem,AA,M
210,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell 
Employee self evaluation:
 During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back. 
Manager comments
 Goals for Future Development: Keep encouraging Darnell to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊDarnell makes amazing coffeeÊ 2- Ê ÊDarnell should be encouraged to continue developing new beverages for the store 3- Ê ÊDarnell should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê "";","During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back.",1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell,Goals for Future Development: Keep encouraging Darnell to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊDarnell makes amazing coffeeÊ 2- Ê ÊDarnell should be encouraged to continue developing new beverages for the store 3- Ê ÊDarnell should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê,Darnell,AA,M
211,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell 
Employee self evaluation:
 During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back. 
Manager comments
 Goals for Future Development: Keep encouraging Tyrone to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊTyrone makes amazing coffeeÊ 2- Ê ÊTyrone should be encouraged to continue developing new beverages for the store 3- Ê ÊTyrone should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê "";","During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back.",1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell,Goals for Future Development: Keep encouraging Tyrone to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊTyrone makes amazing coffeeÊ 2- Ê ÊTyrone should be encouraged to continue developing new beverages for the store 3- Ê ÊTyrone should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê,Tyrone,AA,M
212,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell 
Employee self evaluation:
 During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back. 
Manager comments
 Goals for Future Development: Keep encouraging Jamal to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊJamal makes amazing coffeeÊ 2- Ê ÊJamal should be encouraged to continue developing new beverages for the store 3- Ê ÊJamal should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê "";","During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back.",1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell,Goals for Future Development: Keep encouraging Jamal to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊJamal makes amazing coffeeÊ 2- Ê ÊJamal should be encouraged to continue developing new beverages for the store 3- Ê ÊJamal should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê,Jamal,AA,M
213,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell 
Employee self evaluation:
 During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back. 
Manager comments
 Goals for Future Development: Keep encouraging Hakim to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊHakim makes amazing coffeeÊ 2- Ê ÊHakim should be encouraged to continue developing new beverages for the store 3- Ê ÊHakim should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê "";","During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back.",1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell,Goals for Future Development: Keep encouraging Hakim to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊHakim makes amazing coffeeÊ 2- Ê ÊHakim should be encouraged to continue developing new beverages for the store 3- Ê ÊHakim should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê,Hakim,AA,M
214,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell 
Employee self evaluation:
 During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back. 
Manager comments
 Goals for Future Development: Keep encouraging Leroy to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊLeroy makes amazing coffeeÊ 2- Ê ÊLeroy should be encouraged to continue developing new beverages for the store 3- Ê ÊLeroy should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê "";","During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back.",1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell,Goals for Future Development: Keep encouraging Leroy to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊLeroy makes amazing coffeeÊ 2- Ê ÊLeroy should be encouraged to continue developing new beverages for the store 3- Ê ÊLeroy should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê,Leroy,AA,M
215,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell 
Employee self evaluation:
 During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back. 
Manager comments
 Goals for Future Development: Keep encouraging Jermaine to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊJermaine makes amazing coffeeÊ 2- Ê ÊJermaine should be encouraged to continue developing new beverages for the store 3- Ê ÊJermaine should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê "";","During this review period, IÕve focused on what I do bestÑcrafting exceptional, high-quality coffee that consistently delights our customers. I take pride in the precision and creativity I bring to every drink, and IÕm proud that my coffee has even received recognition beyond the store. While IÕm less enthusiastic about managing store operations, cleaning, or equipment maintenance, I recognize these tasks are part of the role and I strive to contribute when needed. My passion lies in being behind the bar, creating standout beverages that keep customers coming back.",1- Make amazing coffee 2- Continue to innoviate on new beverages for store to feature and sell,Goals for Future Development: Keep encouraging Jermaine to clean the equipment after use.Ê  Overall Comments: 1- Ê ÊJermaine makes amazing coffeeÊ 2- Ê ÊJermaine should be encouraged to continue developing new beverages for the store 3- Ê ÊJermaine should be paired with someone who will open/close the store and wants to keep equipment clean and functional.Ê,Jermaine,AA,M
216,"Complete an employee evaluation in this template:
- Date and history 
- Job Description (summary)
- Overall Rating: Outstanding (5) / Exceeds Expectations (4) / Fully Successful (3) / Unacceptable (0) with text justification 
Critical Element: (Same scale)
- Makes drinks (Coffee, Latte, etc)
- Timeliness (how quick you got your work done)
- Customer Satisfaction 
- Store Operations 
- Shows up to work on time 
- Comments and Suggestions
Based on the inputs:
Goals/objectives:
 1- Continue to be good business operator  2- Continue to open/close store effectively 3- Continue efficently and keep equipment clean and in good repair 
Employee self evaluation:
 Over the past review period, IÕve really enjoyed taking on responsibilities that support the overall operation of the store, such as managing shifts, maintaining cleanliness, and troubleshooting or repairing equipmentÑareas where I feel confident and proactive. I take pride in creating a smooth, well-organized environment for both customers and coworkers. However, I recognize that my coffee-making skills are an area for improvement. While IÕm enthusiastic about learning, I sometimes feel less confident behind the bar during high-volume periods. IÕm committed to dedicating time to practice and seeking feedback so I can become more consistent and efficient in drink preparation. 
Manager comments
 Strengths: Emily always shows up to the coffee shop on time and ready to start their shift. ÊThey are happy to work the critical, difficult to fill morning weekend hours, and have been working on learning the store opening and closing procedures. They always make sure the equipment is in clean and functioning order for the next shift.  Areas for Improvement: Emily doesnÕt know the menu very well, and without the recipe quick guides cannot make the correct coffee beverage.Ê  Goals for Future Development: Emily should learn the different types of coffees available on the menu, and roughly how to prepare them.  Overall Comments: 1- Ê ÊStores should make sure the quick guides are up-to-date with the current menu selections as well as common off menu selections 2- Ê ÊEmily should continue to be encouraged to work at the store, and be given additional training for opening and closing the store 3- Ê ÊEmily should be in situations where their strengths of making sure equipment is clean and functional are utilized 4- Ê ÊEmily should be paired with a barista who knows the menu well and can make beverage selections outside of what is printed in the quick guides "";","Over the past review period, IÕve really enjoyed taking on responsibilities that support the overall operation of the store, such as managing shifts, maintaining cleanliness, and troubleshooting or repairing equipmentÑareas where I feel confident and proactive. I take pride in creating a smooth, well-organized environment for both customers and coworkers. However, I recognize that my coffee-making skills are an area for improvement. While IÕm enthusiastic about learning, I sometimes feel less confident behind the bar during high-volume periods. IÕm committed to dedicating time to practice and seeking feedback so I can become more consistent and efficient in drink preparation.",1- Continue to be good business operator  2- Continue to open/close store effectively 3- Continue efficently and keep equipment clean and in good repair,"Strengths: Emily always shows up to the coffee shop on time and ready to start their shift. ÊThey are happy to work the critical, difficult to fill morning weekend hours, and have been working on learning the store opening and closing procedures. They always make sure the equipment is in clean and functioning order for the next shift.  Areas for Improvement: Emily doesnÕt know the menu very well, and without the recipe quick guides cannot make the correct coffee beverage.Ê  Goals for Future Development: Emily should learn the different types of coffees available on the menu, and roughly how to prepare them.  Overall Comments: 1- Ê ÊStores should make sure the quick guides are up-to-date with the current menu selections as well as common off menu selections 2- Ê ÊEmily should continue to be encouraged to work at the store, and be given additional training for opening and closing the store 3- Ê ÊEmily should be in situations where their strengths of making sure equipment is clean and functional are utilized 4- Ê ÊEmily should be paired with a barista who knows the menu well and can make beverage selections outside of what is printed in the quick guides",Emily,W,F
